input_raw,rxnorm_rxcui,rxnorm_name,rxnorm_tty,atc_l1_code,atc_l1_name,atc_l2_code,atc_l2_name,atc_l3_code,atc_l3_name,atc_l4_code,atc_l4_name
microgynon suave,581662.0,ethanol 0.7 ML/ML Topical Gel,SCD,D,,D08,,D08A,,D08AX,Other antiseptics and disinfectants
metotrexate semanal,6851.0,methotrexate,IN,L,,L01,,L01B,,L01BA,Folic acid analogues
dabigatram,1546356.0,dabigatran,IN,,,,,,,,
bedoyeta mensual,1597298.0,acetaminophen 500 MG / caffeine 60 MG / pyrilamine maleate 15 MG Oral Tablet,SCD,N,,N02,,N02B,,N02BE,Anilides
hidroclorotiazida mg vo cada horas,5487.0,hydrochlorothiazide,IN,C,,C09,,C09D,,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations"
propanolol mg cada horas,,,,,,,,,,,
levotirroxina,10582.0,levothyroxine,IN,H,,H03,,H03A,,H03AA,Thyroid hormones
candesartan hctz mg dia,284628.0,candesartan / hydrochlorothiazide,MIN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
alerced,,,,,,,,,,,
ativan tab x,202479.0,Ativan,BN,N,,N05,,N05B,,N05BA,Benzodiazepine derivatives
ver historia clinica,217140.0,Fletchers Castoria,BN,A,,A06,,A06A,,A06AB,Contact laxatives
alfazulona,,,,,,,,,,,
resveratrol seleni biotil vit c super magnesio,1000492.0,resveratrol,IN,A,,A11,,A11G,,A11GB,"Ascorbic acid (vitamin C), combinations"
alerfast,,,,,,,,,,,
silver cada dia,2606543.0,silver,IN,D,,D08,,D08A,,D08AL,Silver compounds
eclam,892539.0,clam allergenic extract,IN,V,,V01,,V01A,,V01AA,Allergen extracts
meloxicam dolor,41493.0,meloxicam,IN,M,,M01,,M01A,,M01AC,Oxicams
abrilar,2668066.0,Abrilada,BN,L,,L04,,L04A,,L04AB,Tumor necrosis factor alpha (TNF-alpha) inhibitors
enoxaparina mg dia,67108.0,enoxaparin,IN,B,,B01,,B01A,,B01AB,Heparin group
fexofenadina cada h,87636.0,fexofenadine,IN,R,,R06,,R06A,,R06AX,Other antihistamines for systemic use
vitamina c casional,1151.0,ascorbic acid,IN,A,,A11,,A11J,,A11JC,"Vitamins, other combinations"
pregabalina ibuprofeno hidrocodona,5640.0,ibuprofen,IN,N,,N02,,N02A,,N02AJ,Opioids in combination with non-opioid analgesics
nervoheel,,,,,,,,,,,
lovastatina esomeprazol,283742.0,esomeprazole,IN,A,,A02,,A02B,,A02BC,Proton pump inhibitors
antirretrovirales atazanavir ritonavir,343047.0,atazanavir,IN,J,,J05,,J05A,,J05AE,Protease inhibitors
ezetimibe simbastatina,484211.0,ezetimibe / simvastatin,MIN,C,,C10,,C10B,,C10BA,Combinations of various lipid modifying agents
tamsulozina dudasteride,1001472.0,dutasteride / tamsulosin,MIN,G,,G04,,G04C,,G04CA,Alpha-adrenoreceptor antagonists
multiples analgesicos sirven,998598.0,Analgesic Balm GRX,BN,M,,M02,,M02A,,M02AC,Preparations with salicylic acid derivatives
gastrofast esomeprazol,283742.0,esomeprazole,IN,A,,A02,,A02B,,A02BC,Proton pump inhibitors
analapril mg,3827.0,enalapril,IN,C,,C09,,C09A,,C09AA,"ACE inhibitors, plain"
triptorelian,38782.0,triptorelin,IN,L,,L02,,L02A,,L02AE,Gonadotropin releasing hormone analogues
bromuro tiotropio,69120.0,tiotropium,IN,R,,R03,,R03B,,R03BB,Anticholinergics
propanolol mg,8787.0,propranolol,IN,C,,C07,,C07A,,C07AA,"Beta blocking agents, non-selective"
tramadol mas acetaminofe diario,1099282.0,Mielim Y Mas,BN,R,,R05,,R05D,,R05DA,Opium alkaloids and derivatives
balzaratan,,,,,,,,,,,
digestad,1310754.0,inulin 200 MG / Lacticaseibacillus rhamnosus GG 10000000000 UNT Oral Capsule,SCD,,,,,,,,
diacereina,22759.0,diacetylrhein,IN,M,,M01,,M01A,,M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids"
biolnogicos x artritis reumatoidea,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
inhalador nasal,,,,,,,,,,,
pregabalina dolor,187832.0,pregabalin,IN,N,,N02,,N02B,,N02BF,Gabapentinoids
momatsona,,,,,,,,,,,
aspirina mg dia,198471.0,aspirin 500 MG Oral Tablet,SCD,A,,A01,,A01A,,A01AD,Other agents for local oral treatment
domperidona ml cada horas,3626.0,domperidone,IN,A,,A03,,A03F,,A03FA,Propulsives
rivaboraxaban x,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
trh x menopausia,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
inhalador fluticasona,41126.0,fluticasone,IN,R,,R03,,R03A,,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
mementina,6719.0,memantine,IN,N,,N06,,N06D,,N06DA,Anticholinesterases
quimioterapia intravenosa,,,,,,,,,,,
colchicina mg x,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
factores transferenia,5920.0,intrinsic factor,IN,B,,B03,,B03A,,B03AE,Iron in other combinations
minoxidil tto cabello,6984.0,minoxidil,IN,C,,C02,,C02D,,C02DC,Pyrimidine derivatives
atazanavir emtrifovir,343047.0,atazanavir,IN,J,,J05,,J05A,,J05AE,Protease inhibitors
hierro vitamina,90176.0,iron,IN,,,,,,,,
tacriolumus,42316.0,tacrolimus,IN,L,,L04,,L04A,,L04AD,Calcineurin inhibitors
anovulatorios orales,,,,,,,,,,,
acetazolamida mg cada h,167.0,acetazolamide,IN,S,,S01,,S01E,,S01EC,Carbonic anhydrase inhibitors
vitamina d actualmente toma,11253.0,vitamin D,IN,,,,,,,,
diltiazem mgs,3443.0,diltiazem,IN,C,,C08,,C08D,,C08DB,Benzothiazepine derivatives
levotiroxina mgs,10582.0,levothyroxine,IN,H,,H03,,H03A,,H03AA,Thyroid hormones
quanox tratamiento actual,1945047.0,30 ACTUAT fluticasone furoate 0.1 MG/ACTUAT / umeclidinium 0.0625 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler,SCD,R,,R03,,R03A,,R03AL,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
dolorsin fem,2590818.0,Fem Choice,BN,G,,G03,,G03A,,G03AC,Progestogens
cianocobalamina,11248.0,vitamin B12,IN,B,,B03,,B03B,,B03BA,Vitamin B12 (cyanocobalamin and analogues)
topiramato cada dia,38404.0,topiramate,IN,A,,A08,,A08A,,A08AA,Centrally acting antiobesity products
saxenda liraglutuda,1598264.0,Saxenda,BN,A,,A10,,A10B,,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues
fluconazol cada semana solo lleva dosis,1543730.0,Fallback Solo,BN,G,,G03,,G03A,,G03AC,Progestogens
hemofolec,,,,,,,,,,,
amoxicilina clindamicina esomperazol,723.0,amoxicillin,IN,J,,J01,,J01C,,J01CA,Penicillins with extended spectrum
rupatadina,,,,,,,,,,,
sulpirida,10239.0,sulpiride,IN,N,,N05,,N05A,,N05AL,Benzamides
deflazacort mg tab tomar tab dia via oral manana,371693.0,deflazacort Oral Tablet,SCDF,H,,H02,,H02A,,H02AB,Glucocorticoids
vitamina fe ac folico,152364.0,Slow-Fe,BN,B,,B03,,B03A,,B03AA,"Iron bivalent, oral preparations"
rosuvastatina mg,301542.0,rosuvastatin,IN,C,,C10,,C10A,,C10AA,HMG CoA reductase inhibitors
hiclina acne,1310910.0,Propionibacterium acnes,IN,,,,,,,,
dexlansoprazol,816346.0,dexlansoprazole,IN,A,,A02,,A02B,,A02BC,Proton pump inhibitors
escitalopram mg dia,321988.0,escitalopram,IN,N,,N06,,N06A,,N06AB,Selective serotonin reuptake inhibitors
hivolona,,,,,,,,,,,
evalax peg,1310594.0,polyethylene glycol 4000,IN,,,,,,,,
eszopiclona,461016.0,eszopiclone,IN,N,,N05,,N05C,,N05CF,Benzodiazepine related drugs
doxiciclina dermatologia,3640.0,doxycycline,IN,J,,J01,,J01A,,J01AA,Tetracyclines
aines ocasional,763481.0,Dermoplast Pain,BN,C,,C05,,C05A,,C05AD,Local anesthetics
culmino quimioterapia mayo,581660.0,ethanol 0.62 ML/ML Topical Gel,SCD,D,,D08,,D08A,,D08AX,Other antiseptics and disinfectants
imipenem,5690.0,imipenem,IN,J,,J01,,J01D,,J01DH,Carbapenems
mirabegro tamsulosina metformina,77492.0,tamsulosin,IN,G,,G04,,G04C,,G04CA,Alpha-adrenoreceptor antagonists
c,1151.0,ascorbic acid,IN,A,,A11,,A11J,,A11JC,"Vitamins, other combinations"
medicacion osteoporosis,705824.0,100 ML zoledronic acid 0.05 MG/ML Injection,SCD,M,,M05,,M05B,,M05BA,Bisphosphonates
mitaxoxamida,,,,,,,,,,,
gotas ojos lubricante,1603462.0,Eyes Alive Lubricating,BN,,,,,,,,
vortioxetina mg dia,1455099.0,vortioxetine,IN,N,,N06,,N06A,,N06AX,Other antidepressants
fluoxetina mg vo cada dia,4493.0,fluoxetine,IN,N,,N06,,N06A,,N06AB,Selective serotonin reuptake inhibitors
nodol,2655563.0,acetaminophen / hydrocodone bitartrate Oral Tablet [Xodol],SBDFP,,,,,,,,
levotiroxina eutirox mcg dia,368903.0,levothyroxine Oral Tablet [Euthyrox],SBDF,H,,H03,,H03A,,H03AA,Thyroid hormones
evadax,,,,,,,,,,,
tizanidina,57258.0,tizanidine,IN,M,,M03,,M03B,,M03BX,Other centrally acting agents
empaglifozina mtf,1545653.0,empagliflozin,IN,A,,A10,,A10B,,A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors
amitriptilina mg dia,704.0,amitriptyline,IN,N,,N06,,N06A,,N06AA,Non-selective monoamine reuptake inhibitors
indica cipro hoy,203563.0,Cipro,BN,J,,J01,,J01M,,J01MA,Fluoroquinolones
moringa,1307834.0,Moringa oleifera leaf extract,IN,,,,,,,,
rosuvastatina mg noche,301542.0,rosuvastatin,IN,C,,C10,,C10A,,C10AA,HMG CoA reductase inhibitors
nevibolol mg dia,31555.0,nebivolol,IN,C,,C09,,C09D,,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations"
alfa metildopa,1720259.0,asfotase alfa,IN,A,,A16,,A16A,,A16AB,Enzymes
deslodex d,11253.0,vitamin D,IN,,,,,,,,
cerazette aco,,,,,,,,,,,
retine,2268087.0,retinaldehyde,IN,,,,,,,,
biotina vit,1588.0,biotin,IN,B,,B03,,B03A,,B03AE,Iron in other combinations
ver nora,748977.0,{28 (norethindrone 0.35 MG Oral Tablet) } Pack [Nora-BE 28 Day],BPCK,G,,G03,,G03A,,G03AC,Progestogens
suplencia horm,2625891.0,Sunlenca,BN,J,,J05,,J05A,,J05AX,Other antivirals
duoflan,92540.0,Duoplant,BN,D,,D11,,D11A,,D11AF,Wart and anti-corn preparations
atorvasttina,83367.0,atorvastatin,IN,C,,C10,,C10B,,C10BA,Combinations of various lipid modifying agents
bisoprolol hctz qd,214317.0,bisoprolol / hydrochlorothiazide,MIN,C,,C07,,C07A,,C07AB,"Beta blocking agents, selective"
espironolactona mg dia,9997.0,spironolactone,IN,C,,C03,,C03D,,C03DA,Aldosterone antagonists
seroquel,83553.0,Seroquel,BN,N,,N05,,N05A,,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
oracea manejo rosacea,643822.0,Oracea,BN,A,,A01,,A01A,,A01AB,Antiinfectives and antiseptics for local oral treatment
aocs,,,,,,,,,,,
betaloc zok mg,2467583.0,Zokinvy,BN,A,,A16,,A16A,,A16AX,Various alimentary tract and metabolism products
hioscina naproxeno segun dolor,7258.0,naproxen,IN,M,,M01,,M01A,,M01AE,Propionic acid derivatives
acetaminofen ocasinal,161.0,acetaminophen,IN,N,,N02,,N02A,,N02AJ,Opioids in combination with non-opioid analgesics
unasyn vo,57773.0,Unasyn,BN,J,,J01,,J01C,,J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors"
lisinopril,29046.0,lisinopril,IN,C,,C09,,C09A,,C09AA,"ACE inhibitors, plain"
bedoyecta oral,,,,,,,,,,,
tapentadol cada h,787390.0,tapentadol,IN,N,,N02,,N02A,,N02AX,Other opioids
dolex acetaminofen,161.0,acetaminophen,IN,N,,N02,,N02A,,N02AJ,Opioids in combination with non-opioid analgesics
valsartan furosemida aldactone,151317.0,Aldactone,BN,C,,C03,,C03D,,C03DA,Aldosterone antagonists
vit d tiamina,11253.0,vitamin D,IN,,,,,,,,
izotretinoina,6064.0,isotretinoin,IN,D,,D10,,D10B,,D10BA,Retinoids for treatment of acne
ninbguno,,,,,,,,,,,
medicacion trigliceridos,1314420.0,tricaprylin,IN,,,,,,,,
femar,203769.0,Femara,BN,L,,L02,,L02B,,L02BG,Aromatase inhibitors
esopiclona mg noche,461016.0,eszopiclone,IN,N,,N05,,N05C,,N05CF,Benzodiazepine related drugs
monte lukas,2655050.0,guaifenesin / hydrocodone bitartrate Oral Solution [Monte-G HC],SBDFP,,,,,,,,
asa prevencion primaria,1191.0,aspirin,IN,N,,N02,,N02B,,N02BA,Salicylic acid and derivatives
humira biologico mg,353484.0,Humira,BN,L,,L04,,L04A,,L04AB,Tumor necrosis factor alpha (TNF-alpha) inhibitors
magnesio colageno,2714.0,collagen,IN,A,,A11,,A11G,,A11GB,"Ascorbic acid (vitamin C), combinations"
crisanten colirio,1046700.0,glycerin 2.5 MG/ML / naphazoline hydrochloride 0.12 MG/ML Ophthalmic Solution,SCD,S,,S01,,S01G,,S01GA,Sympathomimetics used as decongestants
colestid,151533.0,Colestid,BN,C,,C10,,C10A,,C10AC,Bile acid sequestrants
omeltec mg,,,,,,,,,,,
avamys intranasal,2607750.0,influenza A virus A/Norway/16606/2021 (H3N2) antigen 158000000 UNT/ML / influenza A virus A/Victoria/1/2020 (H1N1) antigen 158000000 UNT/ML / influenza B virus B/Austria/1359417/2021 antigen 158000000 UNT/ML / influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML Nasal Spray [FluMist Quadrivalent 2022-2023],SBD,J,,J07,,J07B,,J07BB,Influenza vaccines
propanolol temblor manos,8787.0,propranolol,IN,C,,C07,,C07A,,C07AA,"Beta blocking agents, non-selective"
crestor,320864.0,Crestor,BN,C,,C10,,C10A,,C10AA,HMG CoA reductase inhibitors
nortricol,,,,,,,,,,,
levoceterizina,356887.0,levocetirizine,IN,R,,R06,,R06A,,R06AE,Piperazine derivatives
buscapina trmadol ocasional,10689.0,tramadol,IN,N,,N02,,N02A,,N02AX,Other opioids
yess,,,,,,,,,,,
vitaminas c selenium zinc calcio biotina,1151.0,ascorbic acid,IN,A,,A11,,A11J,,A11JC,"Vitamins, other combinations"
nitrofuranoina mg,7454.0,nitrofurantoin,IN,J,,J01,,J01X,,J01XE,Nitrofuran derivatives
nimeciclina,,,,,,,,,,,
cetirizina interdiaria,20610.0,cetirizine,IN,R,,R06,,R06A,,R06AE,Piperazine derivatives
acetaminofen mas codeina solo crisis,1543730.0,Fallback Solo,BN,G,,G03,,G03A,,G03AC,Progestogens
salbutamol inh crisis asmatica,1310164.0,Centella asiatica extract,IN,,,,,,,,
rivastigmina parche,183379.0,rivastigmine,IN,N,,N06,,N06D,,N06DA,Anticholinesterases
survastatina cada noche,36567.0,simvastatin,IN,C,,C10,,C10A,,C10AA,HMG CoA reductase inhibitors
losartan am mg pm,52175.0,losartan,IN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
dip,1423931.0,West Dip,BN,D,,D08,,D08A,,D08AG,Iodine products
timolol gotas oftalmicas,10600.0,timolol,IN,C,,C07,,C07A,,C07AA,"Beta blocking agents, non-selective"
furiosemida,4603.0,furosemide,IN,C,,C03,,C03C,,C03CA,"Sulfonamides, plain"
betalok zoc,196503.0,Zocor,BN,C,,C10,,C10A,,C10AA,HMG CoA reductase inhibitors
calcio vit d c,1895.0,calcium,IN,,,,,,,,
yasminique,,,,,,,,,,,
vitacerebrina,,,,,,,,,,,
tapentadol mg,787390.0,tapentadol,IN,N,,N02,,N02A,,N02AX,Other opioids
traumel,,,,,,,,,,,
propanolol mg dia tomar noche,8787.0,propranolol,IN,C,,C07,,C07A,,C07AA,"Beta blocking agents, non-selective"
metimazol mgs,6835.0,methimazole,IN,H,,H03,,H03B,,H03BB,Sulfur-containing imidazole derivatives
mirena,152061.0,Mirena,BN,G,,G03,,G03A,,G03AC,Progestogens
flunarazina,4459.0,flunarizine,IN,N,,N07,,N07C,,N07CA,Antivertigo preparations
carbamazepina cada horas,2002.0,carbamazepine,IN,N,,N03,,N03A,,N03AF,Carboxamide derivatives
vitaminas d,11253.0,vitamin D,IN,,,,,,,,
duopas,1599847.0,Duopa,BN,N,,N04,,N04B,,N04BA,Dopa and dopa derivatives
aripiprazol,89013.0,aripiprazole,IN,N,,N05,,N05A,,N05AX,Other antipsychotics
empaglifozina mg,1545653.0,empagliflozin,IN,A,,A10,,A10B,,A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors
espironolactoma mg c h carvedilol c h,1151.0,ascorbic acid,IN,A,,A11,,A11J,,A11JC,"Vitamins, other combinations"
ozempic,1991307.0,Ozempic,BN,A,,A10,,A10B,,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues
nofertyl ampolla,,,,,,,,,,,
x ray dol,761976.0,chondroitin sulfates 400 MG / glucosamine 750 MG / methylsulfonylmethane 375 MG Oral Tablet,SCD,M,,M01,,M01A,,M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids"
testosterona mg dia,10379.0,testosterone,IN,G,,G03,,G03B,,G03BA,3-oxoandrosten (4) derivatives
eutirox mg dia,217006.0,Euthyrox,BN,H,,H03,,H03A,,H03AA,Thyroid hormones
escitlopran,321988.0,escitalopram,IN,N,,N06,,N06A,,N06AB,Selective serotonin reuptake inhibitors
gabapentina mg,25480.0,gabapentin,IN,N,,N02,,N02B,,N02BF,Gabapentinoids
ciprofloxacino,2551.0,ciprofloxacin,IN,S,,S01,,S01A,,S01AE,Fluoroquinolones
rivosiclib,1873916.0,ribociclib,IN,L,,L01,,L01E,,L01EF,Cyclin-dependent kinase (CDK) inhibitors
ruvosina,,,,,,,,,,,
vitamina ojos,1151.0,ascorbic acid,IN,A,,A11,,A11J,,A11JC,"Vitamins, other combinations"
sytnrhoid x x,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
calcio vitamida d,11253.0,vitamin D,IN,,,,,,,,
metprolol,6918.0,metoprolol,IN,C,,C07,,C07F,,C07FB,Beta blocking agents and calcium channel blockers
omni ocas,1192943.0,Omni Gel,BN,A,,A01,,A01A,,A01AA,Caries prophylactic agents
loratadina ceterizina,28889.0,loratadine,IN,R,,R06,,R06A,,R06AX,Other antihistamines for systemic use
avamys nasal,,,,,,,,,,,
duloxetina mg,72625.0,duloxetine,IN,N,,N06,,N06A,,N06AX,Other antidepressants
dimoflax levosulpiida pancreatina simeticona,9796.0,simethicone,IN,A,,A02,,A02A,,A02AF,Antacids with antiflatulents
acetaminofen necesidad,161.0,acetaminophen,IN,N,,N02,,N02A,,N02AJ,Opioids in combination with non-opioid analgesics
tratamiento rosacea,2672350.0,azelaic acid 50 MG/ML / tranexamic acid 10 MG/ML Topical Cream,SCD,B,,B02,,B02A,,B02AA,Amino acids
acido urzadexocicolico,183830.0,iocetamic acid,IN,V,,V08,,V08A,,V08AC,"Watersoluble, hepatotropic X-ray contrast media"
levodopa carbidopa entocapona,404786.0,carbidopa / entacapone / levodopa,MIN,N,,N04,,N04B,,N04BA,Dopa and dopa derivatives
doxicilina,,,,,,,,,,,
brimodol oftalmico,,,,,,,,,,,
dupilumab,1876376.0,dupilumab,IN,D,,D11,,D11A,,D11AH,"Agents for dermatitis, excluding corticosteroids"
minoxidil mg,6984.0,minoxidil,IN,C,,C02,,C02D,,C02DC,Pyrimidine derivatives
latanopros gotas,43611.0,latanoprost,IN,S,,S01,,S01E,,S01EE,Prostaglandin analogues
sitagliptina,593411.0,sitagliptin,IN,A,,A10,,A10B,,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors
cmplejo b,11248.0,vitamin B12,IN,B,,B03,,B03B,,B03BA,Vitamin B12 (cyanocobalamin and analogues)
ver enfrmedad actual,1550700.0,Kentucky bluegrass pollen extract 100 IR / orchard grass pollen extract 100 IR / perennial rye grass pollen extract 100 IR / sweet vernal grass pollen extract 100 IR / Timothy grass pollen extract 100 IR Sublingual Tablet,SCD,V,,V01,,V01A,,V01AA,Allergen extracts
oxerpic,,,,,,,,,,,
betaloc zok,2467583.0,Zokinvy,BN,A,,A16,,A16A,,A16AX,Various alimentary tract and metabolism products
enalapril mg cada h,3827.0,enalapril,IN,C,,C09,,C09A,,C09AA,"ACE inhibitors, plain"
zolem,,,,,,,,,,,
hidromorfona jeringa prellena,3423.0,hydromorphone,IN,N,,N02,,N02A,,N02AA,Natural opium alkaloids
clritromicina,,,,,,,,,,,
traumeel,,,,,,,,,,,
metopropol x mgs,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
excedrin ocasional,217020.0,Excedrin,BN,A,,A01,,A01A,,A01AD,Other agents for local oral treatment
olmersartan,321064.0,olmesartan,IN,C,,C09,,C09D,,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations"
gestavit calcio,1895.0,calcium,IN,,,,,,,,
secutinumab,1599788.0,secukinumab,IN,L,,L04,,L04A,,L04AC,Interleukin inhibitors
fe parenteral,152364.0,Slow-Fe,BN,B,,B03,,B03A,,B03AA,"Iron bivalent, oral preparations"
inhaladores,,,,,,,,,,,
dolofen,2657521.0,propoxyphene hydrochloride Oral Capsule [Doloxene],SBDFP,,,,,,,,
atorvastatina mg dia,83367.0,atorvastatin,IN,C,,C10,,C10B,,C10BA,Combinations of various lipid modifying agents
pregbalina mg,187832.0,pregabalin,IN,N,,N02,,N02B,,N02BF,Gabapentinoids
clonazepam gotas noche,2598.0,clonazepam,IN,N,,N03,,N03A,,N03AE,Benzodiazepine derivatives
atorvastatina interdiario,83367.0,atorvastatin,IN,C,,C10,,C10B,,C10BA,Combinations of various lipid modifying agents
fibramas,,,,,,,,,,,
metoprolol succinato mg cada horas,221124.0,metoprolol succinate,PIN,C,,C07,,C07A,,C07AB,"Beta blocking agents, selective"
diltiazem x mgs,3443.0,diltiazem,IN,C,,C08,,C08D,,C08DB,Benzothiazepine derivatives
hidroxiurea x mgs,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
linagliptina mg dia,1100699.0,linagliptin,IN,A,,A10,,A10B,,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors
truxa,2657440.0,lidocaine hydrochloride Injectable Solution [Truxacaine],SBDFP,,,,,,,,
sertralina mg iniciara medicacmento despues procedimiento,36437.0,sertraline,IN,N,,N06,,N06A,,N06AB,Selective serotonin reuptake inhibitors
estrilid,,,,,,,,,,,
lossartan x mgs,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
mo meds actualmente,1007733.0,"mineral oil / mineral oil, light",MIN,S,,S01,,S01X,,S01XA,Other ophthalmologicals
vitamina d zinc,11253.0,vitamin D,IN,,,,,,,,
levotirxoina,,,,,,,,,,,
prednisolona gotas,8638.0,prednisolone,IN,H,,H02,,H02A,,H02AB,Glucocorticoids
orlistat mgs,37925.0,orlistat,IN,A,,A08,,A08A,,A08AB,Peripherally acting antiobesity products
ondansetrom,26225.0,ondansetron,IN,A,,A04,,A04A,,A04AA,Serotonin (5HT3) antagonists
quetiapina x mgs,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
deslanzoprazole,816346.0,dexlansoprazole,IN,A,,A02,,A02B,,A02BC,Proton pump inhibitors
medicamento recuerda nombre,,,,,,,,,,,
ozenpic,1991307.0,Ozempic,BN,A,,A10,,A10B,,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues
oxibutinino,,,,,,,,,,,
olmesartan mg dia,321064.0,olmesartan,IN,C,,C09,,C09D,,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations"
refier,1305638.0,almond oil,IN,,,,,,,,
gotas dormir,1919068.0,Dormin,BN,R,,R06,,R06A,,R06AA,Aminoalkyl ethers
digestar,1310754.0,inulin 200 MG / Lacticaseibacillus rhamnosus GG 10000000000 UNT Oral Capsule,SCD,,,,,,,,
pastillas anticonceptivas,199393.0,menthol 10 MG Oral Lozenge,SCD,R,,R02,,R02A,,R02AX,Other throat preparations
dclofenaco codeina,2670.0,codeine,IN,R,,R05,,R05D,,R05DA,Opium alkaloids and derivatives
vitamina interdiaria,1151.0,ascorbic acid,IN,A,,A11,,A11J,,A11JC,"Vitamins, other combinations"
naramig migrana,42643.0,Migranal,BN,N,,N02,,N02C,,N02CA,Ergot alkaloids
vit amina d,11253.0,vitamin D,IN,,,,,,,,
vit b vit,11251.0,vitamin B complex,IN,,,,,,,,
atirvastatina x mgs,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
propranolol mg cada horas omeprazol mg cada horas,8787.0,propranolol,IN,C,,C07,,C07A,,C07AA,"Beta blocking agents, non-selective"
evelyn natural,33093.0,peppermint preparation,IN,,,,,,,,
enoxaparina mg cada hs,67108.0,enoxaparin,IN,B,,B01,,B01A,,B01AB,Heparin group
zoplicona,,,,,,,,,,,
sinusim spray nasal,,,,,,,,,,,
escitaloprna mg,321988.0,escitalopram,IN,N,,N06,,N06A,,N06AB,Selective serotonin reuptake inhibitors
